,model,lookback,hidden_size,num_layers,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
228,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,2,0.05,0.0,0.01,0.95,0.6356875,0.3643125,1.0540323203233377,2.217525,177402,62598,25,628.4145161290322,50.492481999999995,"TitForTat,OmegaTFT"
229,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,2,0.05,0.0,0.01,0.99,0.2797,0.7203,2.0310632763878815,1.387825,111026,128974,27,475.97903225806454,49.158924000000006,"TitForTat,OmegaTFT"
230,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,2,0.05,0.0,0.001,0.95,0.910225,0.089775,0.4563594952032824,2.838525,227082,12918,25,609.3,54.036275,"TitForTat,OmegaTFT"
231,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,2,0.05,0.0,0.001,0.99,0.680775,0.319225,2.8377998521264773,1.345025,107602,132398,25,604.8467741935484,50.56884100000001,"TitForTat,OmegaTFT"
232,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,2,0.1,0.0,0.01,0.95,0.796325,0.203675,0.8326356456490696,2.549825,203986,36014,25,599.0145161290322,53.543324999999996,"TitForTat,OmegaTFT"
233,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,2,0.1,0.0,0.01,0.99,0.21995,0.78005,1.734228134273491,1.263475,101078,138922,25,520.8967741935484,53.782369999999986,"TitForTat,OmegaTFT"
234,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,2,0.1,0.0,0.001,0.95,0.7880875,0.2119125,0.7463771074067171,2.329175,186334,53666,25,578.6290322580645,47.072584,"TitForTat,OmegaTFT"
235,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,2,0.1,0.0,0.001,0.99,0.6166875,0.3833125,2.410311808422259,1.193875,95510,144490,28,488.43870967741935,51.052166,"TitForTat,OmegaTFT"
236,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,2,0.2,0.0,0.01,0.95,0.379625,0.620375,1.7055272931400425,1.4716375,117731,122269,27,479.40967741935486,53.48590600000001,"TitForTat,OmegaTFT"
237,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,2,0.2,0.0,0.01,0.99,0.3066375,0.6933625,2.4356494359376897,1.3138375,105107,134893,29,457.39193548387095,53.21658000000001,"TitForTat,OmegaTFT"
238,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,2,0.2,0.0,0.001,0.95,0.7437625,0.2562375,1.502082719655375,1.896575,151726,88274,25,612.4870967741936,30.206391,"TitForTat,OmegaTFT"
239,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,2,0.2,0.0,0.001,0.99,0.6057625,0.3942375,2.610651027784843,1.2538875,100311,139689,25,532.6048387096774,29.029421000000003,"TitForTat,OmegaTFT"
240,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,3,0.05,0.0,0.01,0.95,0.2550625,0.7449375,1.5103382910819128,1.4878375,119027,120973,25,641.7612903225806,37.415428,"TitForTat,OmegaTFT"
241,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,3,0.05,0.0,0.01,0.99,0.175475,0.824525,1.7079552449010702,1.323925,105914,134086,27,484.7935483870968,37.222942,"TitForTat,OmegaTFT"
242,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,3,0.05,0.0,0.001,0.95,0.7191625,0.2808375,0.9088286075482039,2.1728375,173827,66173,24,715.808064516129,39.217944999999986,"TitForTat,OmegaTFT"
243,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,3,0.05,0.0,0.001,0.99,0.593125,0.406875,2.6301367107366214,1.2813625,102509,137491,25,635.508064516129,35.199773,"TitForTat,OmegaTFT"
244,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,3,0.1,0.0,0.01,0.95,0.1592,0.8408,1.2977125232536078,1.264675,101174,138826,26,477.3709677419355,37.392525000000006,"TitForTat,OmegaTFT"
245,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,3,0.1,0.0,0.01,0.99,0.1580625,0.8419375,1.6887397628919512,1.25675,100540,139460,27,488.10322580645163,36.099246000000015,"TitForTat,OmegaTFT"
246,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,3,0.1,0.0,0.001,0.95,0.669075,0.330925,1.2397566582830388,1.906575,152526,87474,25,652.7483870967742,110.195667,"TitForTat,OmegaTFT"
247,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,3,0.1,0.0,0.001,0.99,0.612075,0.387925,2.553816774599699,1.2283625,98269,141731,25,567.1354838709677,35.89952300000001,"TitForTat,OmegaTFT"
248,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,3,0.2,0.0,0.01,0.95,0.18885,0.81115,1.6896533523535804,1.2773125,102185,137815,28,478.0790322580645,35.46801199999999,"TitForTat,OmegaTFT"
249,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,3,0.2,0.0,0.01,0.99,0.2293875,0.7706125,2.2450125181736946,1.28995,103196,136804,28,475.291935483871,35.370202000000006,"TitForTat,OmegaTFT"
250,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,3,0.2,0.0,0.001,0.95,0.565375,0.434625,1.4348013794908407,1.678325,134266,105734,25,590.1435483870968,34.56161,"TitForTat,OmegaTFT"
251,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 64, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=64, out_features=2, bias=True)
)",1,64,3,0.2,0.0,0.001,0.99,0.586625,0.413375,2.8011683246800496,1.3298875,106391,133609,27,511.4258064516129,61.36519400000001,"TitForTat,OmegaTFT"
252,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,1,0.05,0.0,0.01,0.95,0.597425,0.402575,3.1290688610873345,1.396375,111710,128290,25,570.0338709677419,40.062719,"TitForTat,OmegaTFT"
253,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,1,0.05,0.0,0.01,0.99,0.4072625,0.5927375,2.779887449904804,1.4426625,115413,124587,26,490.31612903225806,42.088159,"TitForTat,OmegaTFT"
254,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,1,0.05,0.0,0.001,0.95,0.0612625,0.9387375,0.8523368528047935,1.1117375,88939,151061,25,599.2677419354839,42.08970800000001,"TitForTat,OmegaTFT"
255,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,1,0.05,0.0,0.001,0.99,0.582275,0.417725,5.42158832230176,2.1343,170744,69256,25,569.3387096774194,39.496019,"TitForTat,OmegaTFT"
256,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,1,0.1,0.0,0.01,0.95,0.5056625,0.4943375,1.5093063842691228,1.7858125,142865,97135,25,599.5612903225806,21.746196,"TitForTat,OmegaTFT"
257,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,1,0.1,0.0,0.01,0.99,0.42935,0.57065,3.1881470202613995,1.4881625,119053,120947,25,507.8709677419355,23.983581000000004,"TitForTat,OmegaTFT"
258,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,1,0.1,0.0,0.001,0.95,0.1679125,0.8320875,1.3662155145967252,1.2405375,99243,140757,25,548.9774193548387,23.679723999999997,"TitForTat,OmegaTFT"
259,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,1,0.1,0.0,0.001,0.99,0.3433,0.6567,2.954734327983307,1.372575,109806,130194,25,532.0209677419355,24.750376,"TitForTat,OmegaTFT"
260,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,1,0.2,0.0,0.01,0.95,0.446925,0.553075,1.5437115593374915,1.5193875,121551,118449,27,483.28387096774196,23.666249000000004,"TitForTat,OmegaTFT"
261,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,1,0.2,0.0,0.01,0.99,0.4771875,0.5228125,3.318247063267204,1.4974375,119795,120205,25,624.6483870967742,64.65549800000002,"TitForTat,OmegaTFT"
262,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,1,0.2,0.0,0.001,0.95,0.512525,0.487475,3.694306610790489,1.64835,131868,108132,25,504.01290322580644,65.10867300000001,"TitForTat,OmegaTFT"
263,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,1,0.2,0.0,0.001,0.99,0.4103875,0.5896125,3.1037308353837414,1.3255,106040,133960,30,471.7225806451613,64.15724300000001,"TitForTat,OmegaTFT"
264,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,2,0.05,0.0,0.01,0.95,0.7607125,0.2392875,0.48078317804824144,2.539875,203190,36810,25,570.0564516129032,70.312456,"TitForTat,OmegaTFT"
265,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,2,0.05,0.0,0.01,0.99,0.3791375,0.6208625,3.2409948076489847,1.5713375,125707,114293,26,481.26935483870966,85.904773,"TitForTat,OmegaTFT"
266,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,2,0.05,0.0,0.001,0.95,0.3341,0.6659,2.3343597674898966,1.2868625,102949,137051,25,567.3870967741935,28.238892999999994,"TitForTat,OmegaTFT"
267,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,2,0.05,0.0,0.001,0.99,0.1764375,0.8235625,2.3890109792372614,1.340875,107270,132730,26,500.66129032258067,28.787641999999998,"TitForTat,OmegaTFT"
268,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,2,0.1,0.0,0.01,0.95,0.8494625,0.1505375,0.6337504195091309,2.723925,217914,22086,25,675.7225806451613,30.384896000000005,"TitForTat,OmegaTFT"
269,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,2,0.1,0.0,0.01,0.99,0.598575,0.401425,3.75316572722977,1.49695,119756,120244,25,533.8725806451613,27.837249000000007,"TitForTat,OmegaTFT"
270,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,2,0.1,0.0,0.001,0.95,0.5606625,0.4393375,3.1202904882682536,2.11355,169084,70916,25,625.4903225806452,28.89887400000001,"TitForTat,OmegaTFT"
271,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,2,0.1,0.0,0.001,0.99,0.4144625,0.5855375,3.234042281467273,1.47495,117996,122004,25,617.4661290322581,31.258608999999993,"TitForTat,OmegaTFT"
272,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,2,0.2,0.0,0.01,0.95,0.4269125,0.5730875,1.483889321398611,1.5809375,126475,113525,25,539.8322580645162,28.749546000000002,"TitForTat,OmegaTFT"
273,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,2,0.2,0.0,0.01,0.99,0.4178,0.5822,3.2623871722894098,1.5427,123416,116584,25,510.7193548387097,30.227709999999995,"TitForTat,OmegaTFT"
274,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,2,0.2,0.0,0.001,0.95,0.3675625,0.6324375,2.754986549871097,1.4529625,116237,123763,25,554.6725806451612,31.028326000000003,"TitForTat,OmegaTFT"
275,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,2,0.2,0.0,0.001,0.99,0.5152375,0.4847625,3.7438834721959915,1.5753125,126025,113975,25,580.8564516129032,26.599985000000004,"TitForTat,OmegaTFT"
276,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,3,0.05,0.0,0.01,0.95,0.7833125,0.2166875,0.6559153315231997,2.5814625,206517,33483,25,631.6306451612903,31.88916900000001,"TitForTat,OmegaTFT"
277,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,3,0.05,0.0,0.01,0.99,0.360725,0.639275,3.2805360157137606,1.59665,127732,112268,25,577.1951612903226,29.462504,"TitForTat,OmegaTFT"
278,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,3,0.05,0.0,0.001,0.95,0.9714375,0.0285625,5.923339266340332,2.9611125,236889,3111,25,667.8758064516129,34.658608,"TitForTat,OmegaTFT"
279,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,3,0.05,0.0,0.001,0.99,0.3682625,0.6317375,2.882903554136847,1.3595,108760,131240,25,579.5419354838709,34.39739999999999,"TitForTat,OmegaTFT"
280,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,3,0.1,0.0,0.01,0.95,0.6566375,0.3433625,0.9805483183212312,2.2715625,181725,58275,25,604.3016129032258,32.364898,"TitForTat,OmegaTFT"
281,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,3,0.1,0.0,0.01,0.99,0.375625,0.624375,3.2199906674922842,1.5288,122304,117696,25,559.674193548387,58.005545,"TitForTat,OmegaTFT"
282,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,3,0.1,0.0,0.001,0.95,0.22675,0.77325,1.6137096701582068,1.4250875,114007,125993,25,580.8935483870968,55.293805,"TitForTat,OmegaTFT"
283,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,3,0.1,0.0,0.001,0.99,0.3564,0.6436,3.436061312097706,1.56695,125356,114644,26,516.4225806451612,53.015117999999994,"TitForTat,OmegaTFT"
284,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,3,0.2,0.0,0.01,0.95,0.3991875,0.6008125,1.4008374967892858,1.5325875,122607,117393,25,513.8483870967742,39.191888000000006,"TitForTat,OmegaTFT"
285,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,3,0.2,0.0,0.01,0.99,0.4225,0.5775,3.352765623874643,1.5650375,125203,114797,25,590.2919354838709,35.543278,"TitForTat,OmegaTFT"
286,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,3,0.2,0.0,0.001,0.95,0.3754875,0.6245125,2.8062534124188785,1.5141875,121135,118865,29,446.5548387096774,37.68728699999999,"TitForTat,OmegaTFT"
287,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 1, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=1, out_features=2, bias=True)
)",2,1,3,0.2,0.0,0.001,0.99,0.4609,0.5391,3.360935059671405,1.4653,117224,122776,26,488.0258064516129,34.502964999999996,"TitForTat,OmegaTFT"
288,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,1,0.05,0.0,0.01,0.95,0.7634,0.2366,0.730718973928766,2.515625,201250,38750,25,598.8306451612904,23.292571000000002,"TitForTat,OmegaTFT"
289,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,1,0.05,0.0,0.01,0.99,0.369475,0.630525,3.213591230448471,1.5787375,126299,113701,25,508.15645161290325,44.91162799999999,"TitForTat,OmegaTFT"
290,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,1,0.05,0.0,0.001,0.95,0.2887875,0.7112125,1.3379961065520993,1.546,123680,116320,25,696.4983870967742,43.149561,"TitForTat,OmegaTFT"
291,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,1,0.05,0.0,0.001,0.99,0.82315,0.17685,3.9785396697492565,1.44615,115692,124308,25,612.4354838709677,40.882057,"TitForTat,OmegaTFT"
292,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,1,0.1,0.0,0.01,0.95,0.64495,0.35505,0.9403826396542254,2.2732,181856,58144,25,491.31774193548387,46.529286,"TitForTat,OmegaTFT"
293,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,1,0.1,0.0,0.01,0.99,0.411575,0.588425,3.261761993256492,1.60065,128052,111948,26,482.64032258064515,42.44685500000001,"TitForTat,OmegaTFT"
294,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,1,0.1,0.0,0.001,0.95,0.8643,0.1357,3.2259911075004677,2.738225,219058,20942,25,558.0661290322581,39.841133,"TitForTat,OmegaTFT"
295,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,1,0.1,0.0,0.001,0.99,0.390175,0.609825,3.0016295494959317,1.4771,118168,121832,26,514.916129032258,23.949203000000004,"TitForTat,OmegaTFT"
296,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,1,0.2,0.0,0.01,0.95,0.4499125,0.5500875,1.445912298733182,1.6082125,128657,111343,25,569.766129032258,22.012416999999992,"TitForTat,OmegaTFT"
297,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,1,0.2,0.0,0.01,0.99,0.4589625,0.5410375,3.1234465035630836,1.4854625,118837,121163,25,596.4483870967742,25.962919999999993,"TitForTat,OmegaTFT"
298,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,1,0.2,0.0,0.001,0.95,0.3377,0.6623,2.6333461907951734,1.483075,118646,121354,26,515.7709677419355,23.995449,"TitForTat,OmegaTFT"
299,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,1,0.2,0.0,0.001,0.99,0.437,0.563,2.9747013371534514,1.409,112720,127280,28,495.26935483870966,37.591102,"TitForTat,OmegaTFT"
300,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,2,0.05,0.0,0.01,0.95,0.55825,0.44175,0.737506608681185,2.0059875,160479,79521,25,627.4306451612903,53.009222,"TitForTat,OmegaTFT"
301,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,2,0.05,0.0,0.01,0.99,0.4716875,0.5283125,3.5206562175236775,1.6320125,130561,109439,31,442.6548387096774,50.72741899999999,"TitForTat,OmegaTFT"
302,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,2,0.05,0.0,0.001,0.95,0.3419625,0.6580375,1.5705859256285526,1.6940625,135525,104475,25,622.0258064516129,27.483285000000006,"TitForTat,OmegaTFT"
303,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,2,0.05,0.0,0.001,0.99,0.81155,0.18845,4.026476013062967,1.4904375,119235,120765,25,642.4709677419355,28.091688,"TitForTat,OmegaTFT"
