,Unnamed: 0,model,lookback,n1,n2,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
15,15,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,16,0.2,0.0,0.001,0.95,0.603495,0.396505,0.5393880443366581,2.46922,493844,106156,23,747.5032258064516,17.050435999999994,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
16,16,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,24,0.1,0.0,0.01,0.95,0.52071,0.47929,0.4036932463814695,2.52497,504994,95006,19,746.4354838709677,17.124001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
17,17,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,24,0.1,0.0,0.001,0.95,0.95009,0.04991,2.38549,2.84578,569156,30844,23,704.2435483870968,16.274957,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
18,18,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,24,0.2,0.0,0.01,0.95,0.3122,0.6878,0.5636810673194792,2.188785,437757,162243,31,449.4790322580645,18.057396999999995,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
19,19,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,24,0.2,0.0,0.001,0.95,0.458715,0.541285,1.7044372308924651,2.18029,436058,163942,25,583.2274193548387,17.801178,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
20,20,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,32,0.1,0.0,0.01,0.95,0.95005,0.04995,2.38634251113534,2.846995,569399,30601,21,724.5016129032258,16.531738,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
21,21,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,32,0.1,0.0,0.001,0.95,0.307995,0.692005,0.6249274183676692,2.40043,480086,119914,22,725.166129032258,16.476830999999997,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
22,22,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,32,0.2,0.0,0.01,0.95,0.167845,0.832155,0.9358440893335164,2.244955,448991,151009,28,461.2,19.729137,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
23,23,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=4, bias=True)
  (layer4): Linear(in_features=4, out_features=2, bias=True)
)",8,4,32,0.2,0.0,0.001,0.95,0.900655,0.099345,2.2622553473556657,2.687745,537549,62451,25,678.1887096774194,15.172248999999995,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
24,24,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,4,0.1,0.0,0.01,0.95,0.398565,0.601435,0.4415650033610554,2.430605,486121,113879,22,733.6532258064516,16.323011,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
25,25,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,4,0.1,0.0,0.001,0.95,0.589555,0.410445,0.4763566553531965,2.618915,523783,76217,24,719.8161290322581,16.334334000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
26,26,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,4,0.2,0.0,0.01,0.95,0.433605,0.566395,0.4341195761903966,2.339185,467837,132163,25,687.5048387096774,15.431392,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
27,27,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,4,0.2,0.0,0.001,0.95,0.901435,0.098565,2.266513464587134,2.693415,538683,61317,25,696.6693548387096,15.965180999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
28,28,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,8,0.1,0.0,0.01,0.95,0.951055,0.048945,2.387574300029688,2.84883,569766,30234,24,695.9677419354839,16.195874,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
29,29,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,8,0.1,0.0,0.001,0.95,0.57639,0.42361,0.4498159020429666,2.70558,541116,58884,25,695.833870967742,16.326784000000004,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
30,30,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,8,0.2,0.0,0.01,0.95,0.899055,0.100945,2.2587696426350425,2.68409,536818,63182,13,751.4612903225807,17.298153000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
31,31,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,8,0.2,0.0,0.001,0.95,0.900315,0.099685,2.2657127363667526,2.69217,538434,61566,25,677.9516129032259,15.407480000000009,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
32,32,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,12,0.1,0.0,0.01,0.95,0.20875,0.79125,0.9783123664646846,2.282115,456423,143577,28,447.791935483871,18.855042,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
33,33,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,12,0.1,0.0,0.001,0.95,0.661065,0.338935,0.3937857502772483,2.713525,542705,57295,21,730.8032258064516,15.790145000000006,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
34,34,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,12,0.2,0.0,0.01,0.95,0.844415,0.155585,2.179902783806664,2.60985,521970,78030,25,686.7145161290323,15.433099,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
35,35,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,12,0.2,0.0,0.001,0.95,0.18186,0.81814,0.717723740621623,2.21079,442158,157842,31,425.35483870967744,17.60803,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
36,36,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,16,0.1,0.0,0.01,0.95,0.130935,0.869065,1.2033137637010398,2.287435,457487,142513,27,472.1290322580645,18.290427,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
37,37,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,16,0.1,0.0,0.001,0.95,0.44819,0.55181,0.6029698465179318,2.637945,527589,72411,29,445.94193548387096,17.579919,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
38,38,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,16,0.2,0.0,0.01,0.95,0.89977,0.10023,2.259466623435998,2.684765,536953,63047,16,757.6467741935484,17.868508999999996,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
39,39,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,16,0.2,0.0,0.001,0.95,0.90148,0.09852,2.2658208603051992,2.692465,538493,61507,25,652.3387096774194,15.047396000000004,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
40,40,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,24,0.1,0.0,0.01,0.95,0.40621,0.59379,0.6680021030775545,2.444085,488817,111183,24,716.2354838709678,16.10818,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
41,41,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,24,0.1,0.0,0.001,0.95,0.50951,0.49049,0.5319766986578631,2.72761,545522,54478,25,553.9274193548387,17.27332,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
42,42,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,24,0.2,0.0,0.01,0.95,0.900225,0.099775,2.26321202184194,2.689215,537843,62157,21,736.1645161290322,16.755561,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
43,43,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,24,0.2,0.0,0.001,0.95,0.435695,0.564305,0.598877896723062,2.43176,486352,113648,25,662.1725806451612,16.357567999999997,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
44,44,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,32,0.1,0.0,0.01,0.95,0.396625,0.603375,0.5368483894771113,2.471325,494265,105735,26,502.01935483870966,18.693636,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
45,45,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,32,0.1,0.0,0.001,0.95,0.40894,0.59106,0.5653366049312983,2.48728,497456,102544,31,434.01935483870966,17.227382999999996,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
46,46,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,32,0.2,0.0,0.01,0.95,0.28661,0.71339,0.4894201209429842,2.182505,436501,163499,14,749.8274193548388,17.248229000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
47,47,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=8, bias=True)
  (layer4): Linear(in_features=8, out_features=2, bias=True)
)",8,8,32,0.2,0.0,0.001,0.95,0.491685,0.508315,1.704041012397392,2.180285,436057,163943,26,508.8822580645161,16.590068999999996,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
48,48,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,4,0.1,0.0,0.01,0.95,0.37295,0.62705,0.5360206034573513,2.418985,483797,116203,26,471.2225806451613,17.776163,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
49,49,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,4,0.1,0.0,0.001,0.95,0.08096,0.91904,0.7481354958696685,2.260075,452015,147985,25,653.1548387096774,16.564413,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
50,50,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,4,0.2,0.0,0.01,0.95,0.901165,0.098835,2.258467314246893,2.68364,536728,63272,25,714.7709677419355,16.391398000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
51,51,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,4,0.2,0.0,0.001,0.95,0.89939,0.10061,2.2554967095193565,2.67975,535950,64050,24,697.5532258064516,16.169091,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
52,52,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,8,0.1,0.0,0.01,0.95,0.05098,0.94902,1.7965914593480703,2.293685,458737,141263,26,453.733870967742,19.185479,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
53,53,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,8,0.1,0.0,0.001,0.95,0.89492,0.10508,2.2535236184502363,2.80314,560628,39372,29,430.5306451612903,17.481614,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
54,54,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,8,0.2,0.0,0.01,0.95,0.899665,0.100335,2.2607243820299208,2.686105,537221,62779,24,726.1129032258065,16.546296999999996,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
55,55,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,8,0.2,0.0,0.001,0.95,0.89963,0.10037,2.261492233755548,2.687105,537421,62579,18,746.0677419354839,16.889109,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
56,56,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,12,0.1,0.0,0.01,0.95,0.950745,0.049255,2.3861533103063075,2.8472,569440,30560,22,722.6564516129032,16.764466000000006,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
57,57,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,12,0.1,0.0,0.001,0.95,0.950505,0.049495,2.38329,2.84351,568702,31298,20,733.2258064516129,16.707718999999994,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
58,58,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,12,0.2,0.0,0.01,0.95,0.89901,0.10099,2.256424748417356,2.68129,536258,63742,21,736.1532258064516,17.033282000000007,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
59,59,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,12,0.2,0.0,0.001,0.95,0.626835,0.373165,0.6472734949194343,2.64697,529394,70606,25,691.5467741935483,16.213800000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
60,60,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,16,0.1,0.0,0.01,0.95,0.94987,0.05013,2.385915236514806,2.84631,569262,30738,24,697.3096774193548,16.152226999999996,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
61,61,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,16,0.1,0.0,0.001,0.95,0.950985,0.049015,2.391471321811648,2.85343,570686,29314,18,742.9129032258064,16.731589000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
62,62,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,16,0.2,0.0,0.01,0.95,0.900745,0.099255,2.263562602813244,2.689745,537949,62051,24,700.2919354838709,15.956266999999997,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
63,63,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,16,0.2,0.0,0.001,0.95,0.489025,0.510975,1.7046797997101146,2.18147,436294,163706,26,498.5854838709677,15.893453,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
64,64,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,24,0.1,0.0,0.01,0.95,0.34031,0.65969,0.4177995042778964,2.325875,465175,134825,25,489.2774193548387,20.461824,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
65,65,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,24,0.1,0.0,0.001,0.95,0.130665,0.869335,0.6469407876283733,2.227835,445567,154433,26,480.18064516129033,19.479355,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
66,66,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,24,0.2,0.0,0.01,0.95,0.899485,0.100515,2.2629374232473207,2.6887,537740,62260,25,661.4306451612903,15.526162,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
67,67,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",8,12,24,0.2,0.0,0.001,0.95,0.188605,0.811395,0.7116708815673445,2.186985,437397,162603,27,494.85967741935485,16.734893000000007,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
